t	nsat	m	n	chi	lambda	k	timebudget
610	218032	280506	9061	1.0	610	2	5
610	216974	280506	9061	1.0	610	2	5
610	216880	280506	9061	1.0	610	2	5
610	217042	280506	9061	1.0	610	2	5
610	218148	280506	9061	1.0	610	2	5
610	217232	280506	9061	1.0	610	2	5
610	217511	280506	9061	1.0	610	2	5
610	218344	280506	9061	1.0	610	2	5
610	217138	280506	9061	1.0	610	2	5
610	217646	280506	9061	1.0	610	2	5
610	217630	280506	9061	1.0	610	2	5
610	217070	280506	9061	1.0	610	2	5
610	217778	280506	9061	1.0	610	2	5
610	217623	280506	9061	1.0	610	2	5
610	216977	280506	9061	1.0	610	2	5
610	217531	280506	9061	1.0	610	2	5
610	217478	280506	9061	1.0	610	2	5
610	217089	280506	9061	1.0	610	2	5
610	216669	280506	9061	1.0	610	2	5
610	217682	280506	9061	1.0	610	2	5
610	218273	280506	9061	1.0	610	2	5
610	218056	280506	9061	1.0	610	2	5
610	218141	280506	9061	1.0	610	2	5
610	218091	280506	9061	1.0	610	2	5
610	217245	280506	9061	1.0	610	2	5
610	217422	280506	9061	1.0	610	2	5
610	217179	280506	9061	1.0	610	2	5
610	217359	280506	9061	1.0	610	2	5
610	217117	280506	9061	1.0	610	2	5
610	217908	280506	9061	1.0	610	2	5
610	217307	280506	9061	1.0	610	2	5
610	217913	280506	9061	1.0	610	2	5
610	218140	280506	9061	1.0	610	2	5
610	218367	280506	9061	1.0	610	2	5
610	217511	280506	9061	1.0	610	2	5
610	217298	280506	9061	1.0	610	2	5
610	217389	280506	9061	1.0	610	2	5
610	218869	280506	9061	1.0	610	2	5
610	217773	280506	9061	1.0	610	2	5
610	218131	280506	9061	1.0	610	2	5
710	217400	280506	9061	1.0	710	2	5
710	216923	280506	9061	1.0	710	2	5
710	217562	280506	9061	1.0	710	2	5
710	217721	280506	9061	1.0	710	2	5
710	217507	280506	9061	1.0	710	2	5
710	216747	280506	9061	1.0	710	2	5
710	217811	280506	9061	1.0	710	2	5
710	217246	280506	9061	1.0	710	2	5
710	218045	280506	9061	1.0	710	2	5
710	217018	280506	9061	1.0	710	2	5
710	217001	280506	9061	1.0	710	2	5
710	216983	280506	9061	1.0	710	2	5
710	217376	280506	9061	1.0	710	2	5
710	218540	280506	9061	1.0	710	2	5
710	218608	280506	9061	1.0	710	2	5
710	217512	280506	9061	1.0	710	2	5
710	216735	280506	9061	1.0	710	2	5
710	218259	280506	9061	1.0	710	2	5
710	217765	280506	9061	1.0	710	2	5
710	217094	280506	9061	1.0	710	2	5
710	217139	280506	9061	1.0	710	2	5
710	219328	280506	9061	1.0	710	2	5
710	217472	280506	9061	1.0	710	2	5
710	217993	280506	9061	1.0	710	2	5
710	216769	280506	9061	1.0	710	2	5
710	217318	280506	9061	1.0	710	2	5
710	217340	280506	9061	1.0	710	2	5
710	218009	280506	9061	1.0	710	2	5
710	217021	280506	9061	1.0	710	2	5
710	217352	280506	9061	1.0	710	2	5
710	217446	280506	9061	1.0	710	2	5
710	217643	280506	9061	1.0	710	2	5
710	217787	280506	9061	1.0	710	2	5
710	217368	280506	9061	1.0	710	2	5
710	218441	280506	9061	1.0	710	2	5
710	217534	280506	9061	1.0	710	2	5
710	218040	280506	9061	1.0	710	2	5
710	217326	280506	9061	1.0	710	2	5
710	217977	280506	9061	1.0	710	2	5
710	217088	280506	9061	1.0	710	2	5
710	219252	280506	9061	1.0	710	2	5
710	217722	280506	9061	1.0	710	2	5
710	217008	280506	9061	1.0	710	2	5
710	218920	280506	9061	1.0	710	2	5
710	217391	280506	9061	1.0	710	2	5
710	216813	280506	9061	1.0	710	2	5
710	217558	280506	9061	1.0	710	2	5
710	217549	280506	9061	1.0	710	2	5
710	217749	280506	9061	1.0	710	2	5
710	218018	280506	9061	1.0	710	2	5
710	217281	280506	9061	1.0	710	2	5
710	218812	280506	9061	1.0	710	2	5
710	216988	280506	9061	1.0	710	2	5
710	218377	280506	9061	1.0	710	2	5
710	217675	280506	9061	1.0	710	2	5
710	218169	280506	9061	1.0	710	2	5
710	217790	280506	9061	1.0	710	2	5
710	217908	280506	9061	1.0	710	2	5
710	218199	280506	9061	1.0	710	2	5
710	217405	280506	9061	1.0	710	2	5
710	218021	280506	9061	1.0	710	2	5
710	216710	280506	9061	1.0	710	2	5
710	216753	280506	9061	1.0	710	2	5
710	218511	280506	9061	1.0	710	2	5
710	217565	280506	9061	1.0	710	2	5
710	217693	280506	9061	1.0	710	2	5
710	217765	280506	9061	1.0	710	2	5
710	216953	280506	9061	1.0	710	2	5
710	218122	280506	9061	1.0	710	2	5
710	217013	280506	9061	1.0	710	2	5
710	217954	280506	9061	1.0	710	2	5
710	217263	280506	9061	1.0	710	2	5
710	217129	280506	9061	1.0	710	2	5
710	217152	280506	9061	1.0	710	2	5
710	217346	280506	9061	1.0	710	2	5
710	217138	280506	9061	1.0	710	2	5
710	217797	280506	9061	1.0	710	2	5
710	217132	280506	9061	1.0	710	2	5
710	217426	280506	9061	1.0	710	2	5
710	217797	280506	9061	1.0	710	2	5
710	216711	280506	9061	1.0	710	2	5
710	217262	280506	9061	1.0	710	2	5
710	217241	280506	9061	1.0	710	2	5
710	217817	280506	9061	1.0	710	2	5
710	217854	280506	9061	1.0	710	2	5
710	216765	280506	9061	1.0	710	2	5
710	218350	280506	9061	1.0	710	2	5
710	217214	280506	9061	1.0	710	2	5
710	217028	280506	9061	1.0	710	2	5
710	217503	280506	9061	1.0	710	2	5
710	217079	280506	9061	1.0	710	2	5
710	217914	280506	9061	1.0	710	2	5
710	217229	280506	9061	1.0	710	2	5
710	216986	280506	9061	1.0	710	2	5
710	218091	280506	9061	1.0	710	2	5
710	217342	280506	9061	1.0	710	2	5
710	217538	280506	9061	1.0	710	2	5
710	217174	280506	9061	1.0	710	2	5
710	217209	280506	9061	1.0	710	2	5
710	217395	280506	9061	1.0	710	2	5
810	219052	280506	9061	1.0	810	2	5
810	218090	280506	9061	1.0	810	2	5
810	217485	280506	9061	1.0	810	2	5
810	217224	280506	9061	1.0	810	2	5
810	216772	280506	9061	1.0	810	2	5
810	218330	280506	9061	1.0	810	2	5
810	217430	280506	9061	1.0	810	2	5
810	216697	280506	9061	1.0	810	2	5
810	217337	280506	9061	1.0	810	2	5
810	217414	280506	9061	1.0	810	2	5
810	217342	280506	9061	1.0	810	2	5
810	217610	280506	9061	1.0	810	2	5
810	218660	280506	9061	1.0	810	2	5
810	218601	280506	9061	1.0	810	2	5
810	217181	280506	9061	1.0	810	2	5
810	218331	280506	9061	1.0	810	2	5
810	217399	280506	9061	1.0	810	2	5
810	218567	280506	9061	1.0	810	2	5
810	218298	280506	9061	1.0	810	2	5
810	217285	280506	9061	1.0	810	2	5
810	217326	280506	9061	1.0	810	2	5
810	216739	280506	9061	1.0	810	2	5
810	217293	280506	9061	1.0	810	2	5
810	217490	280506	9061	1.0	810	2	5
810	217314	280506	9061	1.0	810	2	5
810	217287	280506	9061	1.0	810	2	5
810	216745	280506	9061	1.0	810	2	5
810	217069	280506	9061	1.0	810	2	5
810	217045	280506	9061	1.0	810	2	5
810	217731	280506	9061	1.0	810	2	5
810	218098	280506	9061	1.0	810	2	5
810	217945	280506	9061	1.0	810	2	5
810	217355	280506	9061	1.0	810	2	5
810	217487	280506	9061	1.0	810	2	5
810	218275	280506	9061	1.0	810	2	5
810	216919	280506	9061	1.0	810	2	5
810	217566	280506	9061	1.0	810	2	5
810	217189	280506	9061	1.0	810	2	5
810	217501	280506	9061	1.0	810	2	5
810	218239	280506	9061	1.0	810	2	5
810	217067	280506	9061	1.0	810	2	5
810	217813	280506	9061	1.0	810	2	5
810	217215	280506	9061	1.0	810	2	5
810	218326	280506	9061	1.0	810	2	5
810	218510	280506	9061	1.0	810	2	5
810	219034	280506	9061	1.0	810	2	5
810	217768	280506	9061	1.0	810	2	5
810	217886	280506	9061	1.0	810	2	5
810	216685	280506	9061	1.0	810	2	5
810	217902	280506	9061	1.0	810	2	5
810	216831	280506	9061	1.0	810	2	5
810	218363	280506	9061	1.0	810	2	5
810	218436	280506	9061	1.0	810	2	5
810	217745	280506	9061	1.0	810	2	5
810	218184	280506	9061	1.0	810	2	5
810	217876	280506	9061	1.0	810	2	5
810	217809	280506	9061	1.0	810	2	5
810	217543	280506	9061	1.0	810	2	5
810	218335	280506	9061	1.0	810	2	5
810	217447	280506	9061	1.0	810	2	5
810	217210	280506	9061	1.0	810	2	5
810	218125	280506	9061	1.0	810	2	5
810	217996	280506	9061	1.0	810	2	5
810	217048	280506	9061	1.0	810	2	5
810	217294	280506	9061	1.0	810	2	5
810	217076	280506	9061	1.0	810	2	5
810	217903	280506	9061	1.0	810	2	5
810	217746	280506	9061	1.0	810	2	5
810	217208	280506	9061	1.0	810	2	5
810	217615	280506	9061	1.0	810	2	5
810	218567	280506	9061	1.0	810	2	5
810	217269	280506	9061	1.0	810	2	5
810	217034	280506	9061	1.0	810	2	5
810	217572	280506	9061	1.0	810	2	5
810	217836	280506	9061	1.0	810	2	5
810	217150	280506	9061	1.0	810	2	5
810	218419	280506	9061	1.0	810	2	5
810	217285	280506	9061	1.0	810	2	5
810	217848	280506	9061	1.0	810	2	5
810	218563	280506	9061	1.0	810	2	5
810	217180	280506	9061	1.0	810	2	5
810	217549	280506	9061	1.0	810	2	5
810	217571	280506	9061	1.0	810	2	5
810	217697	280506	9061	1.0	810	2	5
810	216986	280506	9061	1.0	810	2	5
810	218732	280506	9061	1.0	810	2	5
810	218536	280506	9061	1.0	810	2	5
810	217404	280506	9061	1.0	810	2	5
810	216689	280506	9061	1.0	810	2	5
810	217479	280506	9061	1.0	810	2	5
810	218407	280506	9061	1.0	810	2	5
810	217462	280506	9061	1.0	810	2	5
810	218281	280506	9061	1.0	810	2	5
810	217501	280506	9061	1.0	810	2	5
810	217811	280506	9061	1.0	810	2	5
810	217808	280506	9061	1.0	810	2	5
810	217419	280506	9061	1.0	810	2	5
810	217391	280506	9061	1.0	810	2	5
810	217312	280506	9061	1.0	810	2	5
810	218453	280506	9061	1.0	810	2	5
910	217724	280506	9061	1.0	910	2	5
910	217126	280506	9061	1.0	910	2	5
910	219047	280506	9061	1.0	910	2	5
910	217135	280506	9061	1.0	910	2	5
910	217059	280506	9061	1.0	910	2	5
910	217503	280506	9061	1.0	910	2	5
910	218235	280506	9061	1.0	910	2	5
910	217483	280506	9061	1.0	910	2	5
910	217850	280506	9061	1.0	910	2	5
910	216901	280506	9061	1.0	910	2	5
910	216543	280506	9061	1.0	910	2	5
910	217192	280506	9061	1.0	910	2	5
910	217385	280506	9061	1.0	910	2	5
910	216537	280506	9061	1.0	910	2	5
910	216807	280506	9061	1.0	910	2	5
910	217652	280506	9061	1.0	910	2	5
910	217418	280506	9061	1.0	910	2	5
910	218268	280506	9061	1.0	910	2	5
910	217930	280506	9061	1.0	910	2	5
910	217292	280506	9061	1.0	910	2	5
910	217963	280506	9061	1.0	910	2	5
910	217328	280506	9061	1.0	910	2	5
910	217595	280506	9061	1.0	910	2	5
910	217532	280506	9061	1.0	910	2	5
910	216703	280506	9061	1.0	910	2	5
910	216477	280506	9061	1.0	910	2	5
910	217605	280506	9061	1.0	910	2	5
910	216966	280506	9061	1.0	910	2	5
910	217180	280506	9061	1.0	910	2	5
910	218238	280506	9061	1.0	910	2	5
910	217086	280506	9061	1.0	910	2	5
910	217866	280506	9061	1.0	910	2	5
910	219708	280506	9061	1.0	910	2	5
910	216975	280506	9061	1.0	910	2	5
910	217208	280506	9061	1.0	910	2	5
910	217172	280506	9061	1.0	910	2	5
910	217922	280506	9061	1.0	910	2	5
910	218169	280506	9061	1.0	910	2	5
910	218425	280506	9061	1.0	910	2	5
910	216855	280506	9061	1.0	910	2	5
910	217469	280506	9061	1.0	910	2	5
910	218534	280506	9061	1.0	910	2	5
910	218176	280506	9061	1.0	910	2	5
910	217232	280506	9061	1.0	910	2	5
910	216469	280506	9061	1.0	910	2	5
910	217476	280506	9061	1.0	910	2	5
910	216607	280506	9061	1.0	910	2	5
910	217841	280506	9061	1.0	910	2	5
910	217341	280506	9061	1.0	910	2	5
910	217275	280506	9061	1.0	910	2	5
910	217401	280506	9061	1.0	910	2	5
910	217398	280506	9061	1.0	910	2	5
910	217750	280506	9061	1.0	910	2	5
910	216837	280506	9061	1.0	910	2	5
910	217243	280506	9061	1.0	910	2	5
910	216849	280506	9061	1.0	910	2	5
910	217998	280506	9061	1.0	910	2	5
910	217941	280506	9061	1.0	910	2	5
910	217588	280506	9061	1.0	910	2	5
910	217648	280506	9061	1.0	910	2	5
910	217931	280506	9061	1.0	910	2	5
910	218765	280506	9061	1.0	910	2	5
910	218114	280506	9061	1.0	910	2	5
910	217681	280506	9061	1.0	910	2	5
910	217647	280506	9061	1.0	910	2	5
910	217417	280506	9061	1.0	910	2	5
910	218189	280506	9061	1.0	910	2	5
910	218687	280506	9061	1.0	910	2	5
910	217568	280506	9061	1.0	910	2	5
910	217190	280506	9061	1.0	910	2	5
910	217149	280506	9061	1.0	910	2	5
910	218524	280506	9061	1.0	910	2	5
910	217995	280506	9061	1.0	910	2	5
910	217670	280506	9061	1.0	910	2	5
910	218261	280506	9061	1.0	910	2	5
910	217073	280506	9061	1.0	910	2	5
910	218148	280506	9061	1.0	910	2	5
910	218003	280506	9061	1.0	910	2	5
910	216660	280506	9061	1.0	910	2	5
910	217290	280506	9061	1.0	910	2	5
910	217456	280506	9061	1.0	910	2	5
910	217459	280506	9061	1.0	910	2	5
910	217157	280506	9061	1.0	910	2	5
910	217440	280506	9061	1.0	910	2	5
910	217448	280506	9061	1.0	910	2	5
910	219355	280506	9061	1.0	910	2	5
910	218016	280506	9061	1.0	910	2	5
910	217500	280506	9061	1.0	910	2	5
910	217638	280506	9061	1.0	910	2	5
910	217655	280506	9061	1.0	910	2	5
910	218142	280506	9061	1.0	910	2	5
910	216767	280506	9061	1.0	910	2	5
910	217366	280506	9061	1.0	910	2	5
910	217793	280506	9061	1.0	910	2	5
910	217798	280506	9061	1.0	910	2	5
910	217094	280506	9061	1.0	910	2	5
910	217242	280506	9061	1.0	910	2	5
910	217189	280506	9061	1.0	910	2	5
910	216905	280506	9061	1.0	910	2	5
910	217909	280506	9061	1.0	910	2	5
