t	nsat	m	n	chi	lambda	k	timebudget
129600	801	846	160	1.0	810	2	5
138510	802	846	160	1.0	810	2	5
143370	801	846	160	1.0	810	2	5
140940	802	846	160	1.0	810	2	5
143370	801	846	160	1.0	810	2	5
138510	802	846	160	1.0	810	2	5
136890	802	846	160	1.0	810	2	5
136890	801	846	160	1.0	810	2	5
121500	802	846	160	1.0	810	2	5
134460	801	846	160	1.0	810	2	5
100440	802	846	160	1.0	810	2	5
115020	802	846	160	1.0	810	2	5
136890	802	846	160	1.0	810	2	5
121500	802	846	160	1.0	810	2	5
127980	802	846	160	1.0	810	2	5
137700	802	846	160	1.0	810	2	5
135270	802	846	160	1.0	810	2	5
132840	802	846	160	1.0	810	2	5
133650	802	846	160	1.0	810	2	5
128790	802	846	160	1.0	810	2	5
139320	801	846	160	1.0	810	2	5
144180	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
106920	801	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
101250	802	846	160	1.0	810	2	5
136080	802	846	160	1.0	810	2	5
106110	802	846	160	1.0	810	2	5
138510	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
135270	802	846	160	1.0	810	2	5
135270	802	846	160	1.0	810	2	5
144990	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
87480	802	846	160	1.0	810	2	5
109350	801	846	160	1.0	810	2	5
123120	801	846	160	1.0	810	2	5
102060	801	846	160	1.0	810	2	5
138510	801	846	160	1.0	810	2	5
136080	802	846	160	1.0	810	2	5
147420	802	846	160	1.0	810	2	5
140130	802	846	160	1.0	810	2	5
149040	802	846	160	1.0	810	2	5
136080	802	846	160	1.0	810	2	5
144990	802	846	160	1.0	810	2	5
137700	801	846	160	1.0	810	2	5
140130	801	846	160	1.0	810	2	5
152280	801	846	160	1.0	810	2	5
147420	802	846	160	1.0	810	2	5
141750	802	846	160	1.0	810	2	5
136890	802	846	160	1.0	810	2	5
132840	802	846	160	1.0	810	2	5
142560	802	846	160	1.0	810	2	5
144990	802	846	160	1.0	810	2	5
140940	801	846	160	1.0	810	2	5
139320	802	846	160	1.0	810	2	5
137700	802	846	160	1.0	810	2	5
144990	802	846	160	1.0	810	2	5
142560	802	846	160	1.0	810	2	5
146610	802	846	160	1.0	810	2	5
132840	801	846	160	1.0	810	2	5
142560	801	846	160	1.0	810	2	5
145800	802	846	160	1.0	810	2	5
142560	801	846	160	1.0	810	2	5
139320	801	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
140130	802	846	160	1.0	810	2	5
139320	802	846	160	1.0	810	2	5
128790	802	846	160	1.0	810	2	5
137700	802	846	160	1.0	810	2	5
115020	801	846	160	1.0	810	2	5
129600	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
136890	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
134460	802	846	160	1.0	810	2	5
113400	801	846	160	1.0	810	2	5
116480	801	846	160	1.0	910	2	5
125580	801	846	160	1.0	910	2	5
133770	802	846	160	1.0	910	2	5
121030	801	846	160	1.0	910	2	5
131950	802	846	160	1.0	910	2	5
137410	801	846	160	1.0	910	2	5
136500	802	846	160	1.0	910	2	5
132860	801	846	160	1.0	910	2	5
141960	802	846	160	1.0	910	2	5
121030	801	846	160	1.0	910	2	5
131950	801	846	160	1.0	910	2	5
129220	802	846	160	1.0	910	2	5
144690	802	846	160	1.0	910	2	5
116480	801	846	160	1.0	910	2	5
120120	802	846	160	1.0	910	2	5
139230	801	846	160	1.0	910	2	5
141050	802	846	160	1.0	910	2	5
117390	801	846	160	1.0	910	2	5
140140	802	846	160	1.0	910	2	5
134680	801	846	160	1.0	910	2	5
140140	802	846	160	1.0	910	2	5
140140	801	846	160	1.0	910	2	5
138320	801	846	160	1.0	910	2	5
142870	801	846	160	1.0	910	2	5
104650	801	846	160	1.0	910	2	5
131040	802	846	160	1.0	910	2	5
129220	802	846	160	1.0	910	2	5
130130	802	846	160	1.0	910	2	5
131040	802	846	160	1.0	910	2	5
127400	802	846	160	1.0	910	2	5
121940	802	846	160	1.0	910	2	5
125580	802	846	160	1.0	910	2	5
142870	802	846	160	1.0	910	2	5
141050	801	846	160	1.0	910	2	5
145600	802	846	160	1.0	910	2	5
142870	802	846	160	1.0	910	2	5
144690	802	846	160	1.0	910	2	5
138320	801	846	160	1.0	910	2	5
133770	801	846	160	1.0	910	2	5
145600	801	846	160	1.0	910	2	5
139230	801	846	160	1.0	910	2	5
145600	802	846	160	1.0	910	2	5
125580	802	846	160	1.0	910	2	5
128310	802	846	160	1.0	910	2	5
140140	801	846	160	1.0	910	2	5
128310	801	846	160	1.0	910	2	5
124670	802	846	160	1.0	910	2	5
137410	802	846	160	1.0	910	2	5
133770	801	846	160	1.0	910	2	5
138320	802	846	160	1.0	910	2	5
142870	802	846	160	1.0	910	2	5
141960	802	846	160	1.0	910	2	5
134680	802	846	160	1.0	910	2	5
142870	801	846	160	1.0	910	2	5
136500	802	846	160	1.0	910	2	5
134680	802	846	160	1.0	910	2	5
141960	802	846	160	1.0	910	2	5
135590	802	846	160	1.0	910	2	5
134680	802	846	160	1.0	910	2	5
131040	802	846	160	1.0	910	2	5
137410	802	846	160	1.0	910	2	5
139230	802	846	160	1.0	910	2	5
141960	802	846	160	1.0	910	2	5
125580	802	846	160	1.0	910	2	5
135590	801	846	160	1.0	910	2	5
142870	802	846	160	1.0	910	2	5
133770	802	846	160	1.0	910	2	5
144690	802	846	160	1.0	910	2	5
147420	802	846	160	1.0	910	2	5
135590	802	846	160	1.0	910	2	5
135590	801	846	160	1.0	910	2	5
137410	802	846	160	1.0	910	2	5
140140	802	846	160	1.0	910	2	5
141050	802	846	160	1.0	910	2	5
112840	802	846	160	1.0	910	2	5
111930	802	846	160	1.0	910	2	5
136500	802	846	160	1.0	910	2	5
133770	801	846	160	1.0	910	2	5
140140	801	846	160	1.0	910	2	5
141050	802	846	160	1.0	910	2	5
148330	802	846	160	1.0	910	2	5
143780	802	846	160	1.0	910	2	5
139230	802	846	160	1.0	910	2	5
142870	801	846	160	1.0	910	2	5
140140	802	846	160	1.0	910	2	5
140140	801	846	160	1.0	910	2	5
139230	802	846	160	1.0	910	2	5
127400	802	846	160	1.0	910	2	5
131950	802	846	160	1.0	910	2	5
133770	802	846	160	1.0	910	2	5
144690	802	846	160	1.0	910	2	5
138320	802	846	160	1.0	910	2	5
131950	802	846	160	1.0	910	2	5
86450	801	846	160	1.0	910	2	5
101920	802	846	160	1.0	910	2	5
140140	802	846	160	1.0	910	2	5
123760	802	846	160	1.0	910	2	5
132860	802	846	160	1.0	910	2	5
137410	802	846	160	1.0	910	2	5
136500	802	846	160	1.0	910	2	5
