t	nsat	m	n	chi	lambda	k	timebudget
129850	800	846	160	2.5	50	2	5
127600	799	846	160	2.5	50	2	5
126950	800	846	160	2.5	50	2	5
128850	799	846	160	2.5	50	2	5
130200	799	846	160	2.5	50	2	5
136100	799	846	160	2.5	50	2	5
135950	801	846	160	2.5	50	2	5
128750	801	846	160	2.5	50	2	5
120300	800	846	160	2.5	50	2	5
115400	800	846	160	2.5	50	2	5
125600	800	846	160	2.5	50	2	5
126050	799	846	160	2.5	50	2	5
132650	800	846	160	2.5	50	2	5
131400	800	846	160	2.5	50	2	5
120000	800	846	160	2.5	50	2	5
88250	800	846	160	2.5	50	2	5
124700	800	846	160	2.5	50	2	5
134150	801	846	160	2.5	50	2	5
140800	800	846	160	2.5	50	2	5
133550	800	846	160	2.5	50	2	5
132900	800	846	160	2.5	50	2	5
117700	800	846	160	2.5	50	2	5
132100	799	846	160	2.5	50	2	5
131700	801	846	160	2.5	50	2	5
135850	800	846	160	2.5	50	2	5
134350	799	846	160	2.5	50	2	5
134350	800	846	160	2.5	50	2	5
129650	801	846	160	2.5	50	2	5
131600	801	846	160	2.5	50	2	5
138500	801	846	160	2.5	50	2	5
133050	799	846	160	2.5	50	2	5
133150	800	846	160	2.5	50	2	5
136100	800	846	160	2.5	50	2	5
136150	800	846	160	2.5	50	2	5
137550	800	846	160	2.5	50	2	5
134650	799	846	160	2.5	50	2	5
141550	801	846	160	2.5	50	2	5
139650	799	846	160	2.5	50	2	5
131350	800	846	160	2.5	50	2	5
137850	801	846	160	2.5	50	2	5
132650	800	846	160	2.5	50	2	5
131450	799	846	160	2.5	50	2	5
133950	800	846	160	2.5	50	2	5
139300	801	846	160	2.5	50	2	5
141000	799	846	160	2.5	50	2	5
135150	801	846	160	2.5	50	2	5
136350	800	846	160	2.5	50	2	5
137000	801	846	160	2.5	50	2	5
136050	800	846	160	2.5	50	2	5
134800	800	846	160	2.5	50	2	5
120000	799	846	160	2.5	50	2	5
127600	799	846	160	2.5	50	2	5
131600	801	846	160	2.5	50	2	5
140550	800	846	160	2.5	50	2	5
141050	800	846	160	2.5	50	2	5
130450	801	846	160	2.5	50	2	5
133050	799	846	160	2.5	50	2	5
126500	799	846	160	2.5	50	2	5
110600	800	846	160	2.5	50	2	5
129400	800	846	160	2.5	50	2	5
130400	798	846	160	2.8	50	2	5
124400	798	846	160	2.8	50	2	5
114150	798	846	160	2.8	50	2	5
129800	798	846	160	2.8	50	2	5
132000	798	846	160	2.8	50	2	5
136650	799	846	160	2.8	50	2	5
128900	798	846	160	2.8	50	2	5
118000	798	846	160	2.8	50	2	5
129050	800	846	160	2.8	50	2	5
128900	798	846	160	2.8	50	2	5
125100	798	846	160	2.8	50	2	5
111300	798	846	160	2.8	50	2	5
110600	797	846	160	2.8	50	2	5
108050	797	846	160	2.8	50	2	5
129600	798	846	160	2.8	50	2	5
126900	798	846	160	2.8	50	2	5
129800	798	846	160	2.8	50	2	5
131550	797	846	160	2.8	50	2	5
132950	799	846	160	2.8	50	2	5
123050	798	846	160	2.8	50	2	5
132100	798	846	160	2.8	50	2	5
124150	797	846	160	2.8	50	2	5
126850	797	846	160	2.8	50	2	5
125950	799	846	160	2.8	50	2	5
128500	798	846	160	2.8	50	2	5
131800	799	846	160	2.8	50	2	5
132100	799	846	160	2.8	50	2	5
127750	798	846	160	2.8	50	2	5
126500	798	846	160	2.8	50	2	5
99900	798	846	160	2.8	50	2	5
80650	798	846	160	2.8	50	2	5
118500	800	846	160	2.8	50	2	5
132300	798	846	160	2.8	50	2	5
89700	797	846	160	2.8	50	2	5
123550	798	846	160	2.8	50	2	5
125750	797	846	160	2.8	50	2	5
126850	797	846	160	2.8	50	2	5
120750	801	846	160	2.8	50	2	5
114250	797	846	160	2.8	50	2	5
127200	799	846	160	2.8	50	2	5
132050	799	846	160	2.8	50	2	5
129250	798	846	160	2.8	50	2	5
128150	798	846	160	2.8	50	2	5
124450	797	846	160	2.8	50	2	5
129350	798	846	160	2.8	50	2	5
112200	798	846	160	2.8	50	2	5
120250	798	846	160	2.8	50	2	5
126650	797	846	160	2.8	50	2	5
125950	798	846	160	2.8	50	2	5
123150	798	846	160	2.8	50	2	5
118350	797	846	160	2.8	50	2	5
111650	799	846	160	2.8	50	2	5
127400	799	846	160	2.8	50	2	5
126950	796	846	160	2.8	50	2	5
134750	797	846	160	2.8	50	2	5
128900	799	846	160	2.8	50	2	5
126250	798	846	160	2.8	50	2	5
113500	799	846	160	2.8	50	2	5
126650	798	846	160	2.8	50	2	5
113050	798	846	160	2.8	50	2	5
122250	798	846	160	2.8	50	2	5
104050	797	846	160	2.8	50	2	5
110900	797	846	160	2.8	50	2	5
132200	800	846	160	2.8	50	2	5
108950	798	846	160	2.8	50	2	5
119900	797	846	160	2.8	50	2	5
122800	797	846	160	2.8	50	2	5
123850	797	846	160	2.8	50	2	5
125950	798	846	160	2.8	50	2	5
136000	798	846	160	2.8	50	2	5
129650	798	846	160	2.8	50	2	5
119200	798	846	160	2.8	50	2	5
123850	798	846	160	2.8	50	2	5
133100	798	846	160	2.8	50	2	5
131650	799	846	160	2.8	50	2	5
127100	797	846	160	2.8	50	2	5
122200	798	846	160	2.8	50	2	5
109350	797	846	160	2.8	50	2	5
127900	799	846	160	2.8	50	2	5
129400	797	846	160	2.8	50	2	5
130800	799	846	160	2.8	50	2	5
118700	798	846	160	2.8	50	2	5
124150	800	846	160	2.8	50	2	5
118250	798	846	160	2.8	50	2	5
107650	798	846	160	2.8	50	2	5
114500	798	846	160	2.8	50	2	5
128200	799	846	160	2.8	50	2	5
120050	799	846	160	2.8	50	2	5
123400	798	846	160	2.8	50	2	5
126100	797	846	160	2.8	50	2	5
123550	797	846	160	2.8	50	2	5
122650	800	846	160	2.8	50	2	5
134900	800	846	160	2.8	50	2	5
125050	798	846	160	2.8	50	2	5
113750	799	846	160	2.8	50	2	5
127000	798	846	160	2.8	50	2	5
132000	800	846	160	2.8	50	2	5
131650	796	846	160	2.8	50	2	5
122550	798	846	160	2.8	50	2	5
135000	798	846	160	2.8	50	2	5
