n	chi	lambda	k	t	fbest
200	1.25	100	2	38	200
200	1.25	100	2	40	200
200	1.25	100	2	33	200
200	1.25	100	2	39	200
200	1.25	100	2	43	200
200	1.375	100	2	40	200
200	1.375	100	2	47	200
200	1.375	100	2	44	200
200	1.375	100	2	41	200
200	1.375	100	2	45	200
200	1.375	100	2	40	200
200	1.375	100	2	40	200
200	1.375	100	2	44	200
200	1.375	100	2	41	200
200	1.375	100	2	41	200
200	1.375	100	2	37	200
200	1.375	100	2	43	200
200	1.375	100	2	43	200
200	1.375	100	2	41	200
200	1.375	100	2	47	200
200	1.375	100	2	39	200
200	1.375	100	2	44	200
200	1.375	100	2	42	200
200	1.375	100	2	32	200
200	1.375	100	2	42	200
200	1.375	100	2	45	200
200	1.375	100	2	41	200
200	1.375	100	2	39	200
200	1.375	100	2	49	200
200	1.375	100	2	36	200
200	1.375	100	2	44	200
200	1.375	100	2	46	200
200	1.375	100	2	42	200
200	1.375	100	2	42	200
200	1.375	100	2	41	200
200	1.375	100	2	38	200
200	1.375	100	2	42	200
200	1.375	100	2	43	200
200	1.375	100	2	47	200
200	1.375	100	2	43	200
200	1.375	100	2	36	200
200	1.375	100	2	47	200
200	1.375	100	2	44	200
200	1.375	100	2	45	200
200	1.375	100	2	38	200
200	1.375	100	2	39	200
200	1.375	100	2	41	200
200	1.375	100	2	41	200
200	1.375	100	2	47	200
200	1.375	100	2	44	200
200	1.375	100	2	38	200
200	1.375	100	2	39	200
200	1.375	100	2	44	200
200	1.375	100	2	42	200
200	1.375	100	2	41	200
200	1.375	100	2	48	200
200	1.375	100	2	43	200
200	1.375	100	2	42	200
200	1.375	100	2	41	200
200	1.375	100	2	39	200
200	1.375	100	2	52	200
200	1.375	100	2	41	200
200	1.375	100	2	52	200
200	1.375	100	2	47	200
200	1.375	100	2	54	200
200	1.375	100	2	59	200
200	1.375	100	2	34	200
200	1.375	100	2	38	200
200	1.375	100	2	35	200
200	1.375	100	2	46	200
200	1.375	100	2	38	200
200	1.375	100	2	38	200
200	1.375	100	2	38	200
200	1.375	100	2	44	200
200	1.375	100	2	39	200
200	1.375	100	2	43	200
200	1.375	100	2	45	200
200	1.375	100	2	38	200
200	1.375	100	2	44	200
200	1.375	100	2	31	200
200	1.375	100	2	40	200
200	1.375	100	2	38	200
200	1.375	100	2	43	200
200	1.375	100	2	49	200
200	1.375	100	2	44	200
200	1.375	100	2	47	200
200	1.375	100	2	41	200
200	1.375	100	2	44	200
200	1.375	100	2	46	200
200	1.375	100	2	45	200
200	1.375	100	2	47	200
200	1.375	100	2	40	200
200	1.375	100	2	42	200
200	1.375	100	2	43	200
200	1.375	100	2	46	200
200	1.375	100	2	42	200
200	1.375	100	2	40	200
200	1.375	100	2	42	200
200	1.375	100	2	42	200
200	1.375	100	2	41	200
200	1.375	100	2	49	200
200	1.375	100	2	44	200
200	1.375	100	2	44	200
200	1.375	100	2	44	200
200	1.375	100	2	42	200
200	1.5	100	2	48	200
200	1.5	100	2	47	200
200	1.5	100	2	42	200
200	1.5	100	2	46	200
200	1.5	100	2	47	200
200	1.5	100	2	42	200
200	1.5	100	2	43	200
200	1.5	100	2	46	200
200	1.5	100	2	45	200
200	1.5	100	2	46	200
200	1.5	100	2	46	200
200	1.5	100	2	47	200
200	1.5	100	2	38	200
200	1.5	100	2	48	200
200	1.5	100	2	49	200
200	1.5	100	2	47	200
200	1.5	100	2	43	200
200	1.5	100	2	43	200
200	1.5	100	2	42	200
200	1.5	100	2	44	200
200	1.5	100	2	47	200
200	1.5	100	2	45	200
200	1.5	100	2	41	200
200	1.5	100	2	53	200
200	1.5	100	2	52	200
200	1.5	100	2	44	200
200	1.5	100	2	53	200
200	1.5	100	2	41	200
200	1.5	100	2	38	200
200	1.5	100	2	50	200
200	1.5	100	2	50	200
200	1.5	100	2	43	200
200	1.5	100	2	42	200
200	1.5	100	2	42	200
200	1.5	100	2	55	200
200	1.5	100	2	43	200
200	1.5	100	2	43	200
200	1.5	100	2	39	200
200	1.5	100	2	42	200
200	1.5	100	2	45	200
200	1.5	100	2	48	200
200	1.5	100	2	44	200
200	1.5	100	2	43	200
200	1.5	100	2	48	200
200	1.5	100	2	44	200
200	1.5	100	2	45	200
200	1.5	100	2	44	200
200	1.5	100	2	50	200
200	1.5	100	2	50	200
200	1.5	100	2	43	200
200	1.5	100	2	42	200
200	1.5	100	2	41	200
200	1.5	100	2	42	200
200	1.5	100	2	49	200
200	1.5	100	2	47	200
200	1.5	100	2	44	200
200	1.5	100	2	47	200
200	1.5	100	2	42	200
200	1.5	100	2	43	200
200	1.5	100	2	46	200
200	1.5	100	2	49	200
200	1.5	100	2	42	200
200	1.5	100	2	41	200
200	1.5	100	2	53	200
200	1.5	100	2	43	200
200	1.5	100	2	47	200
200	1.5	100	2	44	200
200	1.5	100	2	42	200
200	1.5	100	2	46	200
200	1.5	100	2	40	200
200	1.5	100	2	54	200
200	1.5	100	2	46	200
200	1.5	100	2	54	200
200	1.5	100	2	45	200
200	1.5	100	2	51	200
200	1.5	100	2	43	200
200	1.5	100	2	50	200
200	1.5	100	2	48	200
200	1.5	100	2	46	200
200	1.5	100	2	51	200
200	1.5	100	2	43	200
200	1.5	100	2	44	200
200	1.5	100	2	51	200
200	1.5	100	2	51	200
200	1.5	100	2	39	200
200	1.5	100	2	45	200
200	1.5	100	2	52	200
200	1.5	100	2	47	200
200	1.5	100	2	42	200
200	1.5	100	2	49	200
200	1.5	100	2	46	200
200	1.5	100	2	43	200
200	1.5	100	2	44	200
200	1.5	100	2	48	200
200	1.5	100	2	46	200
200	1.5	100	2	46	200
200	1.5	100	2	48	200
200	1.5	100	2	43	200
200	1.5	100	2	43	200
200	1.5	100	2	50	200
200	1.625	100	2	51	200
200	1.625	100	2	54	200
200	1.625	100	2	66	200
200	1.625	100	2	48	200
200	1.625	100	2	55	200
200	1.625	100	2	53	200
200	1.625	100	2	45	200
200	1.625	100	2	49	200
200	1.625	100	2	65	200
200	1.625	100	2	56	200
200	1.625	100	2	44	200
200	1.625	100	2	59	200
200	1.625	100	2	53	200
200	1.625	100	2	44	200
200	1.625	100	2	47	200
200	1.625	100	2	44	200
200	1.625	100	2	45	200
200	1.625	100	2	55	200
200	1.625	100	2	48	200
200	1.625	100	2	46	200
200	1.625	100	2	51	200
200	1.625	100	2	54	200
200	1.625	100	2	52	200
200	1.625	100	2	52	200
200	1.625	100	2	43	200
200	1.625	100	2	48	200
200	1.625	100	2	44	200
200	1.625	100	2	48	200
200	1.625	100	2	55	200
200	1.625	100	2	59	200
200	1.625	100	2	44	200
200	1.625	100	2	39	200
200	1.625	100	2	51	200
200	1.625	100	2	41	200
200	1.625	100	2	49	200
200	1.625	100	2	47	200
200	1.625	100	2	54	200
200	1.625	100	2	59	200
200	1.625	100	2	52	200
200	1.625	100	2	46	200
200	1.625	100	2	53	200
200	1.625	100	2	52	200
200	1.625	100	2	41	200
200	1.625	100	2	53	200
200	1.625	100	2	47	200
200	1.625	100	2	47	200
200	1.625	100	2	53	200
200	1.625	100	2	49	200
200	1.625	100	2	43	200
200	1.625	100	2	55	200
200	1.625	100	2	48	200
200	1.625	100	2	43	200
200	1.625	100	2	51	200
200	1.625	100	2	59	200
200	1.625	100	2	48	200
200	1.625	100	2	56	200
200	1.625	100	2	44	200
200	1.625	100	2	50	200
200	1.625	100	2	50	200
200	1.625	100	2	51	200
200	1.625	100	2	59	200
200	1.625	100	2	57	200
200	1.625	100	2	51	200
200	1.625	100	2	56	200
200	1.625	100	2	51	200
200	1.625	100	2	55	200
200	1.625	100	2	52	200
200	1.625	100	2	48	200
200	1.625	100	2	44	200
200	1.625	100	2	57	200
200	1.625	100	2	46	200
200	1.625	100	2	48	200
200	1.625	100	2	48	200
200	1.625	100	2	59	200
200	1.625	100	2	40	200
200	1.625	100	2	54	200
200	1.625	100	2	49	200
200	1.625	100	2	44	200
200	1.625	100	2	60	200
200	1.625	100	2	39	200
200	1.625	100	2	58	200
200	1.625	100	2	49	200
200	1.625	100	2	44	200
200	1.625	100	2	55	200
200	1.625	100	2	49	200
200	1.625	100	2	43	200
200	1.625	100	2	50	200
200	1.625	100	2	54	200
200	1.625	100	2	52	200
200	1.625	100	2	40	200
200	1.625	100	2	51	200
200	1.625	100	2	46	200
200	1.625	100	2	58	200
200	1.625	100	2	49	200
200	1.625	100	2	52	200
200	1.625	100	2	46	200
200	1.625	100	2	45	200
200	1.625	100	2	49	200
200	1.625	100	2	48	200
200	1.625	100	2	43	200
200	1.75	100	2	70	200
200	1.75	100	2	53	200
200	1.75	100	2	58	200
200	1.75	100	2	46	200
200	1.75	100	2	45	200
200	1.75	100	2	50	200
200	1.75	100	2	56	200
200	1.75	100	2	56	200
200	1.75	100	2	49	200
200	1.75	100	2	55	200
200	1.75	100	2	60	200
200	1.75	100	2	45	200
200	1.75	100	2	47	200
200	1.75	100	2	47	200
200	1.75	100	2	58	200
200	1.75	100	2	58	200
200	1.75	100	2	52	200
200	1.75	100	2	57	200
200	1.75	100	2	70	200
200	1.75	100	2	61	200
200	1.75	100	2	58	200
200	1.75	100	2	45	200
200	1.75	100	2	50	200
200	1.75	100	2	64	200
200	1.75	100	2	47	200
200	1.75	100	2	49	200
200	1.75	100	2	56	200
200	1.75	100	2	62	200
200	1.75	100	2	50	200
200	1.75	100	2	65	200
200	1.75	100	2	65	200
200	1.75	100	2	59	200
200	1.75	100	2	48	200
200	1.75	100	2	54	200
200	1.75	100	2	52	200
200	1.75	100	2	58	200
200	1.75	100	2	48	200
200	1.75	100	2	65	200
200	1.75	100	2	63	200
200	1.75	100	2	65	200
200	1.75	100	2	72	200
200	1.75	100	2	52	200
200	1.75	100	2	49	200
200	1.75	100	2	47	200
200	1.75	100	2	58	200
200	1.75	100	2	55	200
200	1.75	100	2	39	200
200	1.75	100	2	48	200
200	1.75	100	2	56	200
200	1.75	100	2	54	200
200	1.75	100	2	72	200
200	1.75	100	2	56	200
200	1.75	100	2	47	200
200	1.75	100	2	57	200
200	1.75	100	2	55	200
200	1.75	100	2	55	200
200	1.75	100	2	60	200
200	1.75	100	2	53	200
200	1.75	100	2	49	200
200	1.75	100	2	57	200
200	1.75	100	2	55	200
200	1.75	100	2	68	200
200	1.75	100	2	41	200
200	1.75	100	2	46	200
200	1.75	100	2	65	200
200	1.75	100	2	50	200
200	1.75	100	2	51	200
200	1.75	100	2	54	200
200	1.75	100	2	56	200
200	1.75	100	2	54	200
200	1.75	100	2	57	200
200	1.75	100	2	55	200
200	1.75	100	2	49	200
200	1.75	100	2	51	200
200	1.75	100	2	52	200
200	1.75	100	2	50	200
200	1.75	100	2	51	200
200	1.75	100	2	49	200
200	1.75	100	2	80	200
200	1.75	100	2	61	200
200	1.75	100	2	58	200
200	1.75	100	2	59	200
200	1.75	100	2	60	200
200	1.75	100	2	46	200
200	1.75	100	2	49	200
200	1.75	100	2	46	200
200	1.75	100	2	47	200
200	1.75	100	2	57	200
200	1.75	100	2	53	200
200	1.75	100	2	64	200
200	1.75	100	2	43	200
200	1.75	100	2	48	200
200	1.75	100	2	46	200
200	1.75	100	2	62	200
200	1.75	100	2	46	200
200	1.75	100	2	49	200
200	1.75	100	2	48	200
200	1.75	100	2	60	200
200	1.75	100	2	50	200
200	1.75	100	2	52	200
200	1.875	100	2	80	200
200	1.875	100	2	73	200
200	1.875	100	2	80	200
200	1.875	100	2	112	200
200	1.875	100	2	56	200
200	1.875	100	2	54	200
200	1.875	100	2	76	200
200	1.875	100	2	70	200
200	1.875	100	2	58	200
200	1.875	100	2	53	200
200	1.875	100	2	48	200
200	1.875	100	2	54	200
200	1.875	100	2	62	200
200	1.875	100	2	75	200
200	1.875	100	2	76	200
200	1.875	100	2	63	200
200	1.875	100	2	59	200
200	1.875	100	2	70	200
200	1.875	100	2	49	200
200	1.875	100	2	53	200
200	1.875	100	2	71	200
200	1.875	100	2	90	200
200	1.875	100	2	61	200
200	1.875	100	2	41	200
200	1.875	100	2	47	200
200	1.875	100	2	67	200
200	1.875	100	2	52	200
200	1.875	100	2	54	200
200	1.875	100	2	62	200
200	1.875	100	2	48	200
200	1.875	100	2	76	200
200	1.875	100	2	64	200
200	1.875	100	2	83	200
200	1.875	100	2	54	200
200	1.875	100	2	86	200
200	1.875	100	2	62	200
200	1.875	100	2	44	200
200	1.875	100	2	61	200
200	1.875	100	2	68	200
200	1.875	100	2	67	200
200	1.875	100	2	55	200
200	1.875	100	2	46	200
200	1.875	100	2	50	200
200	1.875	100	2	48	200
200	1.875	100	2	43	200
200	1.875	100	2	66	200
200	1.875	100	2	91	200
200	1.875	100	2	52	200
200	1.875	100	2	51	200
200	1.875	100	2	87	200
200	1.875	100	2	43	200
200	1.875	100	2	73	200
200	1.875	100	2	50	200
200	1.875	100	2	119	200
200	1.875	100	2	64	200
200	1.875	100	2	78	200
200	1.875	100	2	53	200
200	1.875	100	2	78	200
200	1.875	100	2	67	200
200	1.875	100	2	70	200
200	1.875	100	2	63	200
200	1.875	100	2	71	200
200	1.875	100	2	68	200
200	1.875	100	2	53	200
200	1.875	100	2	60	200
200	1.875	100	2	50	200
200	1.875	100	2	53	200
200	1.875	100	2	48	200
200	1.875	100	2	79	200
200	1.875	100	2	66	200
200	1.875	100	2	61	200
200	1.875	100	2	64	200
200	1.875	100	2	44	200
200	1.875	100	2	80	200
200	1.875	100	2	47	200
200	1.875	100	2	57	200
200	1.875	100	2	58	200
200	1.875	100	2	69	200
200	1.875	100	2	68	200
200	1.875	100	2	54	200
200	1.875	100	2	70	200
200	1.875	100	2	81	200
200	1.875	100	2	63	200
200	1.875	100	2	63	200
200	1.875	100	2	54	200
200	1.875	100	2	60	200
200	1.875	100	2	51	200
200	1.875	100	2	69	200
200	1.875	100	2	67	200
200	1.875	100	2	67	200
200	1.875	100	2	54	200
200	1.875	100	2	67	200
200	1.875	100	2	76	200
200	1.875	100	2	51	200
200	1.875	100	2	50	200
200	1.875	100	2	54	200
200	1.875	100	2	58	200
200	1.875	100	2	55	200
200	1.875	100	2	68	200
200	1.875	100	2	83	200
200	2.0	100	2	134	200
200	2.0	100	2	87	200
200	2.0	100	2	46	200
200	2.0	100	2	113	200
200	2.0	100	2	276	200
200	2.0	100	2	57	200
200	2.0	100	2	138	200
200	2.0	100	2	104	200
200	2.0	100	2	72	200
200	2.0	100	2	66	200
200	2.0	100	2	64	200
200	2.0	100	2	102	200
200	2.0	100	2	64	200
200	2.0	100	2	89	200
200	2.0	100	2	90	200
200	2.0	100	2	70	200
200	2.0	100	2	116	200
200	2.0	100	2	63	200
200	2.0	100	2	114	200
200	2.0	100	2	61	200
200	2.0	100	2	106	200
200	2.0	100	2	143	200
200	2.0	100	2	58	200
200	2.0	100	2	44	200
200	2.0	100	2	116	200
200	2.0	100	2	141	200
200	2.0	100	2	73	200
200	2.0	100	2	46	200
200	2.0	100	2	88	200
200	2.0	100	2	60	200
200	2.0	100	2	95	200
200	2.0	100	2	77	200
200	2.0	100	2	73	200
200	2.0	100	2	56	200
200	2.0	100	2	97	200
200	2.0	100	2	50	200
200	2.0	100	2	64	200
200	2.0	100	2	63	200
200	2.0	100	2	63	200
200	2.0	100	2	55	200
200	2.0	100	2	75	200
200	2.0	100	2	99	200
200	2.0	100	2	83	200
200	2.0	100	2	67	200
200	2.0	100	2	93	200
200	2.0	100	2	75	200
200	2.0	100	2	71	200
200	2.0	100	2	43	200
200	2.0	100	2	120	200
200	2.0	100	2	61	200
200	2.0	100	2	55	200
200	2.0	100	2	70	200
200	2.0	100	2	82	200
200	2.0	100	2	57	200
200	2.0	100	2	55	200
200	2.0	100	2	80	200
200	2.0	100	2	94	200
200	2.0	100	2	83	200
200	2.0	100	2	91	200
200	2.0	100	2	98	200
200	2.0	100	2	71	200
200	2.0	100	2	52	200
200	2.0	100	2	103	200
200	2.0	100	2	73	200
200	2.0	100	2	82	200
200	2.0	100	2	59	200
200	2.0	100	2	68	200
200	2.0	100	2	63	200
200	2.0	100	2	53	200
200	2.0	100	2	81	200
200	2.0	100	2	88	200
200	2.0	100	2	72	200
200	2.0	100	2	67	200
200	2.0	100	2	105	200
200	2.0	100	2	71	200
200	2.0	100	2	69	200
200	2.0	100	2	77	200
200	2.0	100	2	65	200
200	2.0	100	2	90	200
200	2.0	100	2	62	200
200	2.0	100	2	87	200
200	2.0	100	2	64	200
200	2.0	100	2	51	200
200	2.0	100	2	176	200
200	2.0	100	2	54	200
200	2.0	100	2	62	200
200	2.0	100	2	67	200
200	2.0	100	2	127	200
200	2.0	100	2	117	200
200	2.0	100	2	57	200
200	2.0	100	2	56	200
200	2.0	100	2	73	200
200	2.0	100	2	98	200
200	2.0	100	2	46	200
200	2.0	100	2	175	200
200	2.0	100	2	69	200
200	2.0	100	2	73	200
200	2.0	100	2	68	200
200	2.0	100	2	52	200
200	2.0	100	2	94	200
200	2.125	100	2	64	200
200	2.125	100	2	72	200
200	2.125	100	2	169	200
200	2.125	100	2	65	200
200	2.125	100	2	165	200
200	2.125	100	2	128	200
200	2.125	100	2	81	200
200	2.125	100	2	113	200
200	2.125	100	2	92	200
200	2.125	100	2	151	200
200	2.125	100	2	141	200
200	2.125	100	2	53	200
200	2.125	100	2	183	200
200	2.125	100	2	62	200
200	2.125	100	2	147	200
200	2.125	100	2	158	200
200	2.125	100	2	183	200
200	2.125	100	2	144	200
200	2.125	100	2	70	200
200	2.125	100	2	87	200
200	2.125	100	2	64	200
200	2.125	100	2	65	200
200	2.125	100	2	255	200
200	2.125	100	2	196	200
200	2.125	100	2	133	200
200	2.125	100	2	290	200
200	2.125	100	2	136	200
200	2.125	100	2	61	200
200	2.125	100	2	72	200
200	2.125	100	2	76	200
200	2.125	100	2	176	200
200	2.125	100	2	167	200
200	2.125	100	2	98	200
200	2.125	100	2	67	200
200	2.125	100	2	69	200
200	2.125	100	2	106	200
200	2.125	100	2	306	200
200	2.125	100	2	78	200
200	2.125	100	2	132	200
200	2.125	100	2	60	200
200	2.125	100	2	185	200
200	2.125	100	2	82	200
200	2.125	100	2	181	200
200	2.125	100	2	106	200
200	2.125	100	2	149	200
200	2.125	100	2	71	200
200	2.125	100	2	61	200
200	2.125	100	2	146	200
200	2.125	100	2	65	200
200	2.125	100	2	259	200
200	2.125	100	2	389	200
200	2.125	100	2	93	200
200	2.125	100	2	158	200
200	2.125	100	2	153	200
200	2.125	100	2	80	200
200	2.125	100	2	112	200
200	2.125	100	2	69	200
200	2.125	100	2	201	200
200	2.125	100	2	71	200
200	2.125	100	2	139	200
200	2.125	100	2	153	200
200	2.125	100	2	183	200
200	2.125	100	2	111	200
200	2.125	100	2	132	200
200	2.125	100	2	92	200
200	2.125	100	2	55	200
200	2.125	100	2	66	200
200	2.125	100	2	92	200
200	2.125	100	2	85	200
200	2.125	100	2	103	200
200	2.125	100	2	112	200
200	2.125	100	2	139	200
200	2.125	100	2	63	200
200	2.125	100	2	63	200
200	2.125	100	2	144	200
200	2.125	100	2	82	200
200	2.125	100	2	93	200
200	2.125	100	2	65	200
200	2.125	100	2	150	200
200	2.125	100	2	205	200
200	2.125	100	2	204	200
200	2.125	100	2	58	200
200	2.125	100	2	166	200
200	2.125	100	2	65	200
200	2.125	100	2	153	200
200	2.125	100	2	67	200
200	2.125	100	2	47	200
200	2.125	100	2	282	200
200	2.125	100	2	84	200
200	2.125	100	2	108	200
200	2.125	100	2	61	200
200	2.125	100	2	82	200
200	2.125	100	2	101	200
200	2.125	100	2	74	200
200	2.125	100	2	156	200
200	2.125	100	2	60	200
200	2.125	100	2	338	200
200	2.125	100	2	91	200
200	2.125	100	2	60	200
200	2.125	100	2	139	200
200	2.25	100	2	151	200
200	2.25	100	2	162	200
200	2.25	100	2	388	200
200	2.25	100	2	486	200
200	2.25	100	2	198	200
200	2.25	100	2	256	200
200	2.25	100	2	140	200
200	2.25	100	2	122	200
200	2.25	100	2	83	200
200	2.25	100	2	63	200
200	2.25	100	2	138	200
200	2.25	100	2	59	200
200	2.25	100	2	316	200
200	2.25	100	2	280	200
200	2.25	100	2	75	200
200	2.25	100	2	164	200
200	2.25	100	2	163	200
200	2.25	100	2	262	200
200	2.25	100	2	347	200
200	2.25	100	2	168	200
200	2.25	100	2	174	200
200	2.25	100	2	250	200
200	2.25	100	2	563	200
200	2.25	100	2	112	200
200	2.25	100	2	124	200
200	2.25	100	2	285	200
200	2.25	100	2	81	200
200	2.25	100	2	89	200
200	2.25	100	2	145	200
200	2.25	100	2	357	200
200	2.25	100	2	53	200
200	2.25	100	2	186	200
200	2.25	100	2	180	200
200	2.25	100	2	320	200
200	2.25	100	2	88	200
200	2.25	100	2	387	200
200	2.25	100	2	418	200
200	2.25	100	2	103	200
200	2.25	100	2	373	200
200	2.25	100	2	89	200
200	2.25	100	2	575	200
200	2.25	100	2	501	200
200	2.25	100	2	448	200
200	2.25	100	2	457	200
200	2.25	100	2	108	200
200	2.25	100	2	104	200
200	2.25	100	2	241	200
200	2.25	100	2	138	200
200	2.25	100	2	591	200
200	2.25	100	2	268	200
200	2.25	100	2	262	200
200	2.25	100	2	185	200
200	2.25	100	2	225	200
200	2.25	100	2	75	200
200	2.25	100	2	166	200
200	2.25	100	2	255	200
200	2.25	100	2	134	200
200	2.25	100	2	195	200
200	2.25	100	2	174	200
200	2.25	100	2	90	200
200	2.25	100	2	248	200
200	2.25	100	2	632	200
200	2.25	100	2	78	200
200	2.25	100	2	132	200
200	2.25	100	2	323	200
200	2.25	100	2	106	200
200	2.25	100	2	223	200
200	2.25	100	2	170	200
200	2.25	100	2	116	200
200	2.25	100	2	121	200
200	2.25	100	2	231	200
200	2.25	100	2	155	200
200	2.25	100	2	198	200
200	2.25	100	2	184	200
200	2.25	100	2	94	200
200	2.25	100	2	800	200
200	2.25	100	2	169	200
200	2.25	100	2	312	200
200	2.25	100	2	225	200
200	2.25	100	2	817	200
200	2.25	100	2	305	200
200	2.25	100	2	622	200
200	2.25	100	2	330	200
200	2.25	100	2	305	200
200	2.25	100	2	165	200
200	2.25	100	2	66	200
200	2.25	100	2	909	200
200	2.25	100	2	128	200
200	2.25	100	2	190	200
200	2.25	100	2	49	200
200	2.25	100	2	265	200
200	2.25	100	2	60	200
200	2.25	100	2	90	200
200	2.25	100	2	191	200
200	2.25	100	2	121	200
200	2.25	100	2	172	200
200	2.25	100	2	337	200
200	2.25	100	2	120	200
200	2.25	100	2	242	200
200	2.25	100	2	83	200
200	2.375	100	2	864	200
200	2.375	100	2	160	200
200	2.375	100	2	195	200
200	2.375	100	2	231	200
200	2.375	100	2	1091	200
200	2.375	100	2	143	200
200	2.375	100	2	512	200
200	2.375	100	2	493	200
200	2.375	100	2	494	200
200	2.375	100	2	259	200
200	2.375	100	2	167	200
200	2.375	100	2	91	200
200	2.375	100	2	117	200
200	2.375	100	2	418	200
200	2.375	100	2	869	200
200	2.375	100	2	85	200
200	2.375	100	2	767	200
200	2.375	100	2	765	200
200	2.375	100	2	136	200
200	2.375	100	2	819	200
200	2.375	100	2	2130	200
200	2.375	100	2	950	200
200	2.375	100	2	443	200
200	2.375	100	2	80	200
200	2.375	100	2	2299	200
200	2.375	100	2	379	200
200	2.375	100	2	214	200
200	2.375	100	2	279	200
200	2.375	100	2	293	200
200	2.375	100	2	560	200
200	2.375	100	2	207	200
200	2.375	100	2	409	200
200	2.375	100	2	239	200
200	2.375	100	2	316	200
200	2.375	100	2	522	200
200	2.375	100	2	322	200
200	2.375	100	2	877	200
200	2.375	100	2	1385	200
200	2.375	100	2	733	200
200	2.375	100	2	64	200
200	2.375	100	2	1449	200
200	2.375	100	2	91	200
200	2.375	100	2	259	200
200	2.375	100	2	99	200
200	2.375	100	2	258	200
200	2.375	100	2	709	200
200	2.375	100	2	710	200
200	2.375	100	2	171	200
200	2.375	100	2	372	200
200	2.375	100	2	352	200
200	2.375	100	2	171	200
200	2.375	100	2	226	200
200	2.375	100	2	83	200
200	2.375	100	2	303	200
200	2.375	100	2	66	200
200	2.375	100	2	860	200
200	2.375	100	2	291	200
200	2.375	100	2	804	200
200	2.375	100	2	302	200
200	2.375	100	2	1197	200
200	2.375	100	2	124	200
200	2.375	100	2	168	200
200	2.375	100	2	1669	200
200	2.375	100	2	401	200
200	2.375	100	2	333	200
200	2.375	100	2	144	200
200	2.375	100	2	112	200
200	2.375	100	2	808	200
200	2.375	100	2	327	200
200	2.375	100	2	97	200
200	2.375	100	2	301	200
200	2.375	100	2	227	200
200	2.375	100	2	495	200
200	2.375	100	2	494	200
200	2.375	100	2	351	200
200	2.375	100	2	94	200
200	2.375	100	2	72	200
200	2.375	100	2	351	200
200	2.375	100	2	400	200
200	2.375	100	2	284	200
200	2.375	100	2	1842	200
200	2.375	100	2	661	200
200	2.375	100	2	368	200
200	2.375	100	2	106	200
200	2.375	100	2	2419	200
200	2.375	100	2	901	200
200	2.375	100	2	1604	200
200	2.375	100	2	279	200
200	2.375	100	2	1047	200
200	2.375	100	2	116	200
200	2.375	100	2	215	200
200	2.375	100	2	160	200
200	2.375	100	2	1434	200
200	2.375	100	2	64	200
200	2.375	100	2	150	200
200	2.375	100	2	966	200
200	2.375	100	2	356	200
200	2.375	100	2	321	200
200	2.375	100	2	515	200
200	2.375	100	2	204	200
200	2.5	100	2	1888	200
200	2.5	100	2	3009	200
200	2.5	100	2	1288	200
200	2.5	100	2	1486	200
200	2.5	100	2	1944	200
200	2.5	100	2	861	200
200	2.5	100	2	1738	200
200	2.5	100	2	437	200
200	2.5	100	2	336	200
200	2.5	100	2	1175	200
200	2.5	100	2	934	200
200	2.5	100	2	2920	200
200	2.5	100	2	2422	200
200	2.5	100	2	1603	200
200	2.5	100	2	267	200
200	2.5	100	2	865	200
200	2.5	100	2	193	200
200	2.5	100	2	894	200
200	2.5	100	2	1399	200
200	2.5	100	2	895	200
200	2.5	100	2	4157	200
200	2.5	100	2	422	200
200	2.5	100	2	146	200
200	2.5	100	2	4667	200
200	2.5	100	2	1056	200
200	2.5	100	2	184	200
200	2.5	100	2	1039	200
200	2.5	100	2	1400	200
200	2.5	100	2	2566	200
200	2.5	100	2	1113	200
200	2.5	100	2	476	200
200	2.5	100	2	287	200
200	2.5	100	2	291	200
200	2.5	100	2	6609	200
200	2.5	100	2	1293	200
200	2.5	100	2	1521	200
200	2.5	100	2	1248	200
200	2.5	100	2	209	200
200	2.5	100	2	3672	200
200	2.5	100	2	3353	200
200	2.5	100	2	1607	200
200	2.5	100	2	2950	200
200	2.5	100	2	1501	200
200	2.5	100	2	1423	200
200	2.5	100	2	1117	200
200	2.5	100	2	1736	200
200	2.5	100	2	1454	200
200	2.5	100	2	3866	200
200	2.5	100	2	120	200
200	2.5	100	2	344	200
200	2.5	100	2	253	200
200	2.5	100	2	440	200
200	2.5	100	2	1138	200
200	2.5	100	2	483	200
200	2.5	100	2	1381	200
200	2.5	100	2	2862	200
200	2.5	100	2	3569	200
200	2.5	100	2	64	200
200	2.5	100	2	1782	200
200	2.5	100	2	1168	200
200	2.5	100	2	4159	200
200	2.5	100	2	1755	200
200	2.5	100	2	2476	200
200	2.5	100	2	1053	200
200	2.5	100	2	167	200
200	2.5	100	2	621	200
200	2.5	100	2	118	200
200	2.5	100	2	2983	200
200	2.5	100	2	562	200
200	2.5	100	2	707	200
200	2.5	100	2	1275	200
200	2.5	100	2	73	200
200	2.5	100	2	2261	200
200	2.5	100	2	822	200
200	2.5	100	2	1463	200
200	2.5	100	2	99	200
200	2.5	100	2	401	200
200	2.5	100	2	142	200
200	2.5	100	2	1622	200
200	2.5	100	2	830	200
200	2.5	100	2	951	200
200	2.5	100	2	5133	200
200	2.5	100	2	2297	200
200	2.5	100	2	677	200
200	2.5	100	2	1882	200
200	2.5	100	2	3644	200
200	2.5	100	2	2013	200
200	2.5	100	2	437	200
200	2.5	100	2	2149	200
