n	chi	lambda	k	t	fbest
60	0.6	100	2	13	60
60	0.6	100	2	13	60
60	0.6	100	2	13	60
60	0.6	100	2	14	60
60	0.6	100	2	11	60
60	0.6	100	2	16	60
60	0.6	100	2	15	60
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	17	65
65	0.6	100	2	15	65
65	0.6	100	2	14	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	14	65
65	0.6	100	2	17	65
65	0.6	100	2	14	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	17	65
65	0.6	100	2	17	65
65	0.6	100	2	16	65
65	0.6	100	2	14	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	14	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	14	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	13	65
65	0.6	100	2	17	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	17	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	17	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	13	65
65	0.6	100	2	17	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	17	65
65	0.6	100	2	17	65
65	0.6	100	2	15	65
65	0.6	100	2	11	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	14	65
65	0.6	100	2	17	65
65	0.6	100	2	15	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	15	65
65	0.6	100	2	17	65
65	0.6	100	2	16	65
65	0.6	100	2	12	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	14	65
65	0.6	100	2	15	65
65	0.6	100	2	14	65
65	0.6	100	2	14	65
65	0.6	100	2	13	65
65	0.6	100	2	15	65
65	0.6	100	2	16	65
65	0.6	100	2	16	65
65	0.6	100	2	17	65
65	0.6	100	2	17	65
65	0.6	100	2	15	65
65	0.6	100	2	14	65
65	0.6	100	2	16	65
65	0.6	100	2	15	65
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	13	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	15	70
70	0.6	100	2	14	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	14	70
70	0.6	100	2	18	70
70	0.6	100	2	13	70
70	0.6	100	2	14	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	14	70
70	0.6	100	2	14	70
70	0.6	100	2	14	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	18	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	14	70
70	0.6	100	2	17	70
70	0.6	100	2	17	70
70	0.6	100	2	18	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	14	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	14	70
70	0.6	100	2	15	70
70	0.6	100	2	13	70
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	14	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	14	70
70	0.6	100	2	15	70
70	0.6	100	2	17	70
70	0.6	100	2	15	70
70	0.6	100	2	18	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	17	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	13	70
70	0.6	100	2	14	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	14	70
70	0.6	100	2	16	70
70	0.6	100	2	18	70
70	0.6	100	2	16	70
70	0.6	100	2	13	70
70	0.6	100	2	17	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	18	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
70	0.6	100	2	15	70
70	0.6	100	2	16	70
70	0.6	100	2	16	70
75	0.6	100	2	16	75
75	0.6	100	2	18	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	14	75
75	0.6	100	2	19	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	13	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	15	75
75	0.6	100	2	16	75
75	0.6	100	2	19	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	16	75
75	0.6	100	2	18	75
75	0.6	100	2	15	75
75	0.6	100	2	19	75
75	0.6	100	2	14	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	18	75
75	0.6	100	2	18	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	15	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	15	75
75	0.6	100	2	18	75
75	0.6	100	2	16	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	15	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	18	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	15	75
75	0.6	100	2	14	75
75	0.6	100	2	18	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	15	75
75	0.6	100	2	16	75
75	0.6	100	2	16	75
75	0.6	100	2	19	75
75	0.6	100	2	18	75
75	0.6	100	2	15	75
75	0.6	100	2	16	75
75	0.6	100	2	18	75
75	0.6	100	2	18	75
75	0.6	100	2	15	75
75	0.6	100	2	16	75
75	0.6	100	2	16	75
75	0.6	100	2	16	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	17	75
75	0.6	100	2	20	75
75	0.6	100	2	16	75
75	0.6	100	2	17	75
75	0.6	100	2	19	75
75	0.6	100	2	16	75
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	20	80
80	0.6	100	2	16	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	16	80
80	0.6	100	2	19	80
80	0.6	100	2	19	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	16	80
80	0.6	100	2	15	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	16	80
80	0.6	100	2	19	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	20	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	16	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	15	80
80	0.6	100	2	18	80
80	0.6	100	2	14	80
80	0.6	100	2	19	80
80	0.6	100	2	17	80
80	0.6	100	2	19	80
80	0.6	100	2	19	80
80	0.6	100	2	19	80
80	0.6	100	2	15	80
80	0.6	100	2	17	80
80	0.6	100	2	20	80
80	0.6	100	2	19	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	16	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	19	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	15	80
80	0.6	100	2	18	80
80	0.6	100	2	16	80
80	0.6	100	2	20	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	16	80
80	0.6	100	2	19	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	18	80
80	0.6	100	2	16	80
80	0.6	100	2	17	80
80	0.6	100	2	14	80
80	0.6	100	2	16	80
80	0.6	100	2	17	80
80	0.6	100	2	17	80
80	0.6	100	2	16	80
80	0.6	100	2	17	80
85	0.6	100	2	17	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	20	85
85	0.6	100	2	19	85
85	0.6	100	2	21	85
85	0.6	100	2	17	85
85	0.6	100	2	16	85
85	0.6	100	2	17	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	17	85
85	0.6	100	2	20	85
85	0.6	100	2	19	85
85	0.6	100	2	17	85
85	0.6	100	2	20	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	20	85
85	0.6	100	2	17	85
85	0.6	100	2	16	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	15	85
85	0.6	100	2	16	85
85	0.6	100	2	18	85
85	0.6	100	2	15	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	20	85
85	0.6	100	2	17	85
85	0.6	100	2	16	85
85	0.6	100	2	19	85
85	0.6	100	2	21	85
85	0.6	100	2	20	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	17	85
85	0.6	100	2	20	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	17	85
85	0.6	100	2	16	85
85	0.6	100	2	17	85
85	0.6	100	2	18	85
85	0.6	100	2	17	85
85	0.6	100	2	18	85
85	0.6	100	2	20	85
85	0.6	100	2	21	85
85	0.6	100	2	19	85
85	0.6	100	2	21	85
85	0.6	100	2	18	85
85	0.6	100	2	20	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	21	85
85	0.6	100	2	17	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	17	85
85	0.6	100	2	19	85
85	0.6	100	2	22	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	17	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	21	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	18	85
85	0.6	100	2	20	85
85	0.6	100	2	17	85
85	0.6	100	2	19	85
85	0.6	100	2	18	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	19	85
85	0.6	100	2	20	85
85	0.6	100	2	20	85
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	21	90
90	0.6	100	2	20	90
90	0.6	100	2	21	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	15	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
90	0.6	100	2	17	90
90	0.6	100	2	19	90
90	0.6	100	2	19	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	15	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	17	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	21	90
90	0.6	100	2	21	90
90	0.6	100	2	17	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	19	90
90	0.6	100	2	19	90
90	0.6	100	2	21	90
90	0.6	100	2	21	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
90	0.6	100	2	22	90
90	0.6	100	2	18	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	17	90
90	0.6	100	2	17	90
90	0.6	100	2	19	90
90	0.6	100	2	15	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	17	90
90	0.6	100	2	19	90
90	0.6	100	2	17	90
90	0.6	100	2	16	90
90	0.6	100	2	17	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	22	90
90	0.6	100	2	20	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	19	90
90	0.6	100	2	16	90
90	0.6	100	2	18	90
90	0.6	100	2	16	90
90	0.6	100	2	19	90
90	0.6	100	2	18	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	18	90
90	0.6	100	2	20	90
90	0.6	100	2	19	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	20	90
90	0.6	100	2	17	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
90	0.6	100	2	20	90
90	0.6	100	2	18	90
90	0.6	100	2	19	90
90	0.6	100	2	15	90
90	0.6	100	2	21	90
90	0.6	100	2	21	90
90	0.6	100	2	19	90
95	0.6	100	2	17	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	22	95
95	0.6	100	2	23	95
95	0.6	100	2	21	95
95	0.6	100	2	21	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	19	95
95	0.6	100	2	21	95
95	0.6	100	2	23	95
95	0.6	100	2	23	95
95	0.6	100	2	18	95
95	0.6	100	2	17	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	22	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	18	95
95	0.6	100	2	17	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	21	95
95	0.6	100	2	23	95
95	0.6	100	2	20	95
95	0.6	100	2	18	95
95	0.6	100	2	20	95
95	0.6	100	2	19	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	22	95
95	0.6	100	2	18	95
95	0.6	100	2	20	95
95	0.6	100	2	18	95
95	0.6	100	2	27	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	19	95
95	0.6	100	2	19	95
95	0.6	100	2	23	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	24	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	22	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	18	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	19	95
95	0.6	100	2	21	95
95	0.6	100	2	19	95
95	0.6	100	2	18	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	16	95
95	0.6	100	2	21	95
95	0.6	100	2	18	95
95	0.6	100	2	20	95
95	0.6	100	2	18	95
95	0.6	100	2	18	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	20	95
95	0.6	100	2	19	95
95	0.6	100	2	15	95
95	0.6	100	2	19	95
95	0.6	100	2	20	95
95	0.6	100	2	20	95
95	0.6	100	2	21	95
95	0.6	100	2	18	95
95	0.6	100	2	17	95
95	0.6	100	2	19	95
95	0.6	100	2	22	95
100	0.6	100	2	20	100
100	0.6	100	2	22	100
100	0.6	100	2	22	100
100	0.6	100	2	19	100
100	0.6	100	2	18	100
100	0.6	100	2	21	100
100	0.6	100	2	18	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	18	100
100	0.6	100	2	19	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	19	100
100	0.6	100	2	24	100
100	0.6	100	2	22	100
100	0.6	100	2	23	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	22	100
100	0.6	100	2	20	100
100	0.6	100	2	20	100
100	0.6	100	2	23	100
100	0.6	100	2	22	100
100	0.6	100	2	19	100
100	0.6	100	2	22	100
100	0.6	100	2	18	100
100	0.6	100	2	23	100
100	0.6	100	2	20	100
100	0.6	100	2	22	100
100	0.6	100	2	21	100
100	0.6	100	2	23	100
100	0.6	100	2	20	100
100	0.6	100	2	22	100
100	0.6	100	2	22	100
100	0.6	100	2	21	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	21	100
100	0.6	100	2	22	100
100	0.6	100	2	22	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	19	100
100	0.6	100	2	19	100
100	0.6	100	2	20	100
100	0.6	100	2	17	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	20	100
100	0.6	100	2	22	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	19	100
100	0.6	100	2	19	100
100	0.6	100	2	20	100
100	0.6	100	2	24	100
100	0.6	100	2	20	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	20	100
100	0.6	100	2	20	100
100	0.6	100	2	23	100
100	0.6	100	2	19	100
100	0.6	100	2	21	100
100	0.6	100	2	23	100
100	0.6	100	2	20	100
100	0.6	100	2	19	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	19	100
100	0.6	100	2	20	100
100	0.6	100	2	18	100
100	0.6	100	2	20	100
100	0.6	100	2	22	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	23	100
100	0.6	100	2	19	100
100	0.6	100	2	22	100
100	0.6	100	2	19	100
100	0.6	100	2	21	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	21	100
100	0.6	100	2	22	100
100	0.6	100	2	23	100
100	0.6	100	2	23	100
100	0.6	100	2	20	100
100	0.6	100	2	21	100
100	0.6	100	2	19	100
100	0.6	100	2	19	100
100	0.6	100	2	21	100
100	0.6	100	2	21	100
100	0.6	100	2	23	100
105	0.6	100	2	19	105
105	0.6	100	2	20	105
105	0.6	100	2	21	105
105	0.6	100	2	22	105
105	0.6	100	2	19	105
105	0.6	100	2	19	105
105	0.6	100	2	21	105
105	0.6	100	2	19	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	23	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	23	105
105	0.6	100	2	23	105
105	0.6	100	2	21	105
105	0.6	100	2	23	105
105	0.6	100	2	20	105
105	0.6	100	2	25	105
105	0.6	100	2	19	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	22	105
105	0.6	100	2	29	105
105	0.6	100	2	24	105
105	0.6	100	2	23	105
105	0.6	100	2	20	105
105	0.6	100	2	20	105
105	0.6	100	2	21	105
105	0.6	100	2	22	105
105	0.6	100	2	23	105
105	0.6	100	2	22	105
105	0.6	100	2	23	105
105	0.6	100	2	19	105
105	0.6	100	2	20	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	20	105
105	0.6	100	2	21	105
105	0.6	100	2	23	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	23	105
105	0.6	100	2	20	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	19	105
105	0.6	100	2	18	105
105	0.6	100	2	21	105
105	0.6	100	2	23	105
105	0.6	100	2	23	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	20	105
105	0.6	100	2	19	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	21	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	19	105
105	0.6	100	2	22	105
105	0.6	100	2	22	105
105	0.6	100	2	22	105
105	0.6	100	2	20	105
105	0.6	100	2	22	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	19	105
105	0.6	100	2	19	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	23	105
105	0.6	100	2	21	105
105	0.6	100	2	26	105
105	0.6	100	2	24	105
105	0.6	100	2	23	105
105	0.6	100	2	19	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	22	105
105	0.6	100	2	20	105
105	0.6	100	2	21	105
105	0.6	100	2	22	105
105	0.6	100	2	21	105
105	0.6	100	2	20	105
105	0.6	100	2	25	105
105	0.6	100	2	18	105
105	0.6	100	2	22	105
105	0.6	100	2	19	105
105	0.6	100	2	21	105
110	0.6	100	2	22	110
110	0.6	100	2	19	110
110	0.6	100	2	20	110
110	0.6	100	2	19	110
110	0.6	100	2	22	110
110	0.6	100	2	19	110
110	0.6	100	2	23	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	30	110
110	0.6	100	2	21	110
110	0.6	100	2	19	110
110	0.6	100	2	24	110
110	0.6	100	2	21	110
110	0.6	100	2	26	110
110	0.6	100	2	25	110
110	0.6	100	2	23	110
110	0.6	100	2	23	110
110	0.6	100	2	25	110
110	0.6	100	2	24	110
110	0.6	100	2	20	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	21	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	20	110
110	0.6	100	2	20	110
110	0.6	100	2	21	110
110	0.6	100	2	23	110
110	0.6	100	2	20	110
110	0.6	100	2	20	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	18	110
110	0.6	100	2	22	110
110	0.6	100	2	20	110
110	0.6	100	2	21	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	21	110
110	0.6	100	2	24	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	24	110
110	0.6	100	2	25	110
110	0.6	100	2	21	110
110	0.6	100	2	21	110
110	0.6	100	2	25	110
110	0.6	100	2	20	110
110	0.6	100	2	23	110
110	0.6	100	2	22	110
110	0.6	100	2	20	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	25	110
110	0.6	100	2	21	110
110	0.6	100	2	26	110
110	0.6	100	2	23	110
110	0.6	100	2	23	110
110	0.6	100	2	20	110
110	0.6	100	2	20	110
110	0.6	100	2	19	110
110	0.6	100	2	24	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
110	0.6	100	2	20	110
110	0.6	100	2	21	110
110	0.6	100	2	21	110
110	0.6	100	2	26	110
110	0.6	100	2	29	110
110	0.6	100	2	21	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	21	110
110	0.6	100	2	21	110
110	0.6	100	2	28	110
110	0.6	100	2	26	110
110	0.6	100	2	22	110
110	0.6	100	2	21	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	22	110
110	0.6	100	2	24	110
110	0.6	100	2	20	110
110	0.6	100	2	22	110
110	0.6	100	2	23	110
